id,hotel_name,marks,city,satisfaction,reviews,price,distances,descriptions,stars,breakfast
255,JUPITER Apartment Zagreb Centar,9.2,LowerTown,Wonderful,32,328,0.8,One-Bedroom Apartment,3,Not included
256,Palace Apartments by ZGrent,8.3,LowerTown,Very Good,132,328,0.7,Superior Apartment,4,Not included
257,St. Marks Apartment 2,8.6,UpperTown–Medvescak,Excellent,108,235,0.5,Studio Apartment,4,Not included
258,Frida's Majestic Living,9.9,LowerTown,Exceptional,11,657,0.25,Apartment,0,Not included
259,Studio Apartment Maestral,8.3,Zagreb,Very Good,31,188,6.4,Studio Apartment,3,Not included
260,Central Bus Station Apartment,9.5,Zagreb,Exceptional,181,563,1.5,Two-Bedroom Apartment,3,Not included
261,"BAN apartment, feel like home",10,Zagreb,Exceptional,1,431,2,Two-Bedroom Apartment,3,Not included
262,Apartment Old Zagreb,8.8,UpperTown–Medvescak,Excellent,65,342,0.4,One-Bedroom Apartment,3,Not included
263,"APARTMENT "" Studio Green """,8.8,Zagreb,Excellent,151,177,2.4,One-Bedroom Apartment,3,Not included
264,Zen Voyage,9.9,NoviZagreb,Exceptional,45,328,5.6,Apartment,3,Not included
265,Apartment Jelena,9.9,LowerTown,Exceptional,25,290,1.8,One-Bedroom Apartment,0,Not included
266,Design District Apartments,9.2,LowerTown,Wonderful,63,399,0.6,Studio Apartment,3,Not included
267,Apartment Zagreb Center Sky Oasis,7.8,LowerTown,Good,21,277,0.15,Studio Apartment,3,Not included
268,Sten apartment Zagreb,9.7,LowerTown,Exceptional,3,328,1.1,Standard Triple Studio,0,Not included
269,LunaRo,9.9,NoviZagreb,Exceptional,34,657,3.5,Apartment,4,Not included
270,Luxury City Center Apartments close to National Theater,8.7,LowerTown,Excellent,332,460,0.7,Studio,3,Not included
271,Zagreb Spin&Fly Palma,9.3,LowerTown,Wonderful,489,328,0.5,Studio Apartment,3,Not included
272,Iva,9.6,Zagreb,Exceptional,38,258,6.8,One-Bedroom Apartment,3,Not included
273,Apartman Jagodi?,9.7,Maksimir,Exceptional,90,282,1.7,Apartment,3,Not included
274,"Vila Marija sobe,wellnes ap ve? od 115eura",7.9,Zagreb,Good,230,272,5.3,Deluxe Double or Twin Room,3,Not included
275,Apartment History,8.4,UpperTown–Medvescak,Very Good,59,328,0.15,Apartment,3,Not included
276,Croatia_Zagreb Apartment,9.3,Maksimir,Wonderful,8,422,1.8,Two-Bedroom Apartment,3,Not included
277,Nova Galerija Studio Vita i Apartman Sara,9.1,Zagreb,Wonderful,94,422,6.5,Standard Studio,4,Not included
278,Katarina studio apartman,8.6,Zagreb,Excellent,9,296,2.3,One-Bedroom Apartment,3,Not included
279,Smart Apartment,9.5,LowerTown,Exceptional,92,493,0.8,Two-Bedroom Apartment,3,Not included
280,Frida's Majestic Living,9.9,LowerTown,Exceptional,11,657,0.25,Apartment,0,Not included
281,Studio apartman Bruno,9.3,NoviZagreb,Wonderful,156,223,4.5,One-Bedroom Apartment,3,Not included
282,Apartment History,8.4,UpperTown–Medvescak,Very Good,59,328,0.15,Apartment,3,Not included
283,Penthouse “Sky 16” Studio Apartment,9.5,NoviZagreb,Exceptional,67,305,4.5,Penthouse Apartment,3,Not included
284,Maksimir-Rebro,9.1,Maksimir,Wonderful,394,235,3,Apartment - Ground Floor,3,Not included
285,Apartman Golf,9.4,LowerTown,Wonderful,44,222,0.3,Two-Bedroom Apartment,3,Not included
286,The Place Apartments Hebrangova,8.8,LowerTown,Excellent,247,557,0.6,Deluxe King Room,4,Not included
287,TOP Apartman,9.3,LowerTown,Wonderful,94,235,0.35,Apartment,3,Not included
288,DesignDistrict Apartments,8.7,LowerTown,Excellent,240,422,0.9,Studio Apartment,3,Not included
289,Apartment Old Zagreb,8.8,UpperTown–Medvescak,Excellent,65,342,0.4,One-Bedroom Apartment,3,Not included
290,Apartments Lisinski,9.4,Zagreb,Wonderful,1005,200,1.5,Studio Apartment,3,Not included
291,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful,82,338,1.7,Apartment - Ground Floor,3,Not included
292,In-N-Out Ilica,9.1,LowerTown,Wonderful,80,422,0.8,Studio Apartment,4,Not included
293,Iva,9.6,Zagreb,Exceptional,38,258,6.8,One-Bedroom Apartment,3,Not included
294,Apartman Jagodi?,9.7,Maksimir,Exceptional,90,282,1.7,Apartment,3,Not included
295,Apartment Poljak,8.9,LowerTown,Excellent,50,279,1.5,Apartment,3,Not included
296,Apartments Rooms FONTANE TRNJE,7.4,Zagreb,Good,657,282,1.6,Apartment,3,Not included
297,Swan Apartment,8.5,Maksimir,Very Good,124,282,1.6,Studio Apartment,3,Not included
298,Spacious Apartment in Radni?ka Business Zone - FREE PARKING,9.5,Zagreb,Exceptional,25,619,1.8,One-Bedroom Apartment,4,Not included
299,Apartman Myra,8.3,NoviZagreb,Very Good,74,253,4.5,Apartment,3,Not included
300,Spacious and Modern Central Triplex- FREE PARKING!,9.7,LowerTown,Exceptional,3,1295,0.7,Three-Bedroom Apartment,4,Not included
301,Ilica Luxury Center,9.1,LowerTown,Wonderful,300,422,0.15,Deluxe Double Room,4,Not included
302,APARTMAN MARIO - ARENA ZAGREB,9.8,NoviZagreb,Exceptional,62,282,5.6,One-Bedroom Apartment,3,Not included
303,Apartman Gita Zagreb,9.6,Zagreb,Exceptional,61,258,2.8,Apartment,3,Not included
304,Apartments Nera,5.8,UpperTown–Medvescak,Review score,73,181,2,Comfort Double Room,2,Not included
305,Poppy Apartments Zagreb (MINT),9.8,LowerTown,Exceptional,23,324,1.3,One-Bedroom Apartment,4,Not included
306,Savski Gaj,8.8,NoviZagreb,Excellent,327,164,5.1,Single Room with Shared Bathroom,2,Not included
307,Flexible SelfCheckIns 13 & 14 - Le Petit & Le Grand Zagreb - Centre - New - Apartments Repinc,8.4,Zagreb,Very Good,102,296,1.8,Studio Apartment Le Petit,3,Not included
308,StayWithUs,0,LowerTown,Not calified,0,499,0.5,One-Bedroom Apartment,0,Not included
309,Design Triplex in the City Center with a Balcony,8.7,LowerTown,Excellent,3,2120,0.8,Three-Bedroom Apartment,3,Not included
310,Fifty Apartments,8.9,LowerTown,Excellent,74,274,0.9,One-Bedroom Apartment,3,Not included
311,Marinac Apartment,8.1,UpperTown–Medvescak,Very Good,58,235,0.15,Studio Apartment,3,Not included
312,Apartment Manus A,9.6,LowerTown,Exceptional,26,305,1,Studio Apartment,3,Not included
313,ZagrebRent Apartments,8.5,LowerTown,Very Good,127,328,1.3,Superior One-Bedroom Apartment,4,Not included
314,Apartman Urban & 4,9.1,NoviZagreb,Wonderful,157,328,4.2,Apartment,3,Not included
315,Lugarnica,8.5,Zagreb,Very Good,239,296,7.3,Double Room,3,Not included
316,Apartments City of Hearts 1 & 2,7.2,UpperTown–Medvescak,Good,52,282,0.1,Studio Apartment,3,Not included
317,Apartment Gollner,9.6,LowerTown,Exceptional,126,258,0.45,One-Bedroom Apartment,3,Not included
318,Flexible SelfCheckIns 9 - Zagreb - Garage - Electric vehicle ccharger - Loggia - New - Apartments Repinc 9,8.9,Zagreb,Excellent,44,404,5.7,Apartment with Balcony,3,Not included
319,Happy Guest Apartment Zagreb,9.8,LowerTown,Exceptional,65,347,1.4,Apartment with Balcony,4,Not included
320,Šarmantni apartman Malecka 2,9.6,Zagreb,Exceptional,48,171,7,Apartment,3,Not included
321,Cozy 1B Apartment Vera-self check in,8.5,LowerTown,Very Good,33,341,0.6,One-Bedroom Apartment,3,Not included
322,Modern Studio near British Square,8,UpperTown–Medvescak,Very Good,70,258,1.4,Studio,3,Not included
323,Leptir,8.9,Zagreb,Excellent,314,214,3,Twin Room,0,Not included
324,Apartman Manja,9.5,LowerTown,Exceptional,73,469,0.35,One-Bedroom Apartment,3,Not included
325,Apartments Zagreb Schone,9.8,Zagreb,Exceptional,154,300,3.1,Apartment,3,Not included
326,Zagreb Centar Apartman 90m2,9,Zagreb,Wonderful,67,296,2.3,Two-Bedroom Apartment,3,Breakfast included
327,Hotel Blue,8.2,Zagreb,Very Good,1857,431,2.1,Standard Triple Room Street Entrance Ground Floor,4,Not included
328,Lake Side Apartments by ZagrebRent,8.4,Jarun,Very Good,99,422,3.6,Apartment with Mountain View,4,Not included
329,Jarun Lake,9.7,Jarun,Exceptional,62,287,5.3,One-Bedroom Apartment,3,Not included
330,Mala ku?ica,9.5,Maksimir,Exceptional,11,282,2.7,One-Bedroom Apartment,0,Not included
331,"Modern&Private,Main Square-4Min Walk,Chic Apt 2",0,LowerTown,Not calified,0,422,0.5,One-Bedroom Apartment,3,Not included
332,Apartments City Wellness Center,7.8,LowerTown,Good,368,520,0.9,Two-Bedroom Apartment,4,Not included
333,Apartmani Karlo,9.7,UpperTown–Medvescak,Exceptional,196,235,1.5,One-Bedroom Apartment,3,Not included
334,Apartman Nostra 1,9.9,NoviZagreb,Exceptional,67,338,5.8,One-Bedroom Apartment,4,Not included
335,Apartment LEMM,9.8,NoviZagreb,Exceptional,143,328,5.6,One-Bedroom Apartment,3,Not included
336,Apartman Džakula,9.6,Zagreb,Exceptional,91,190,6,One-Bedroom Apartment,3,Not included
337,Flexible SelfCheckIns 27 - Bedroom - NEW,9.3,Zagreb,Wonderful,48,334,3.1,One-Bedroom Apartment,3,Not included
338,MINT BOUTIQUE STUDIO APARTMENTs II,9.7,LowerTown,Exceptional,309,513,1,Deluxe Studio,4,Not included
339,Apartment Keglich,9.3,Zagreb,Wonderful,59,235,1.9,Two-Bedroom Apartment,3,Not included
340,MINT Boutique Studio Apartments I,9.6,LowerTown,Exceptional,325,513,1,Deluxe King Studio,4,Not included
341,Apartment Vali,9.2,Zagreb,Wonderful,185,282,2,Apartment - Ground Floor,3,Not included
342,Apartman Stoosova Deluxe,9,Maksimir,Wonderful,171,338,2,Apartment with Garden View,4,Not included
343,Allegra city apartment,9.7,LowerTown,Exceptional,3,465,1.2,Loft,0,Not included
344,Studio Apartments City&style,9.4,LowerTown,Wonderful,282,352,0.7,Deluxe King Studio,4,Not included
345,Apartments Top Center,8,UpperTown–Medvescak,Very Good,368,375,0.15,Studio Apartment,4,Not included
346,Apartment Roza,9.1,Maksimir,Wonderful,105,253,1.7,Studio Apartment,3,Not included
347,DreamHouse7,9.5,Zagreb,Exceptional,264,522,1.9,Deluxe King Studio,3,Not included
348,Apartman STAR,9.7,Zagreb,Exceptional,86,328,7.1,One-Bedroom Apartment,3,Not included
349,Apartman Fenjer,9.8,Zagreb,Exceptional,213,263,5.3,Two-Bedroom Apartment,3,Not included
350,Servus Zagreb,9.2,UpperTown–Medvescak,Wonderful,152,290,0.3,Apartment,3,Not included
351,City Center Apartments,8.8,LowerTown,Excellent,78,502,0.7,Studio Apartment,3,Not included
352,Apartman Espera,8.3,LowerTown,Very Good,33,322,1.1,One-Bedroom Apartment,3,Not included
353,Design Triplex in the City Center with a Balcony,8.7,LowerTown,Excellent,3,2120,0.8,Three-Bedroom Apartment,3,Not included
354,Apartments Experience Zagreb,8.9,Zagreb,Excellent,76,282,3,Standard Studio,3,Not included
355,Red & Black Apartment,9.8,LowerTown,Exceptional,39,328,0.7,One-Bedroom Apartment,3,Not included
356,StayWithUs,0,LowerTown,Not calified,0,499,0.5,One-Bedroom Apartment,0,Not included
357,Oberiter Apartments - in the heart of Zagreb,8.5,LowerTown,Very Good,39,516,0.5,Apartment,3,Not included
358,PAVISHA´S PLACE,9.8,LowerTown,Exceptional,55,587,0.45,Superior Apartment,4,Not included
359,ZagrebRent Apartments,8.5,LowerTown,Very Good,127,328,1.3,Superior One-Bedroom Apartment,4,Not included
360,Apartment Manus A,9.6,LowerTown,Exceptional,26,305,1,Studio Apartment,3,Not included
361,room007 Ventura Hostel,8.1,MadridCityCenter,Very Good,3554,289,0.4,Single Bed in 8-Bed Female Dormitory Room with Private Bathroom,0,Not included
362,Ok Hostel Madrid,8.9,MadridCityCenter,Excellent,6407,159,0.7,Bed in 4-Bed Female Dormitory Room,0,Not included
363,Hotel Liabeny,9.1,MadridCityCenter,Wonderful,5937,751,0.25,Double Room Single Use,4,Not included
364,HC Hostel,5.5,MadridCityCenter,Review score,789,46,0.4,Bunk Bed in Mixed Dormitory Room,0,Not included
365,Hotel Gran Legazpi,7.9,Arganzuela,Good,1384,291,2.8,Single Room,3,Not included
366,4C Bravo Murillo,8,Tetuan,Very Good,2493,352,4.2,Double Room,2,Not included
367,The Hat Madrid,8.9,MadridCityCenter,Excellent,3257,183,0.4,Single Bed in 8-Bed Mixed Dormitory Room with Shared Bathroom,0,Not included
368,Hotel Nuevo Boston,8.4,SanBlas,Very Good,7908,432,11.3,Double Room (1 Adult),4,Not included
369,Riu Plaza España,8.9,MadridCityCenter,Excellent,28113,1725,1,Deluxe Twin,4,Breakfast included
370,Hotel Praga,8.1,Carabanchel,Very Good,4279,399,2.5,Standard Single Room,4,Not included
371,Generator Madrid,8.1,MadridCityCenter,Very Good,5373,214,0.6,Bed in 8-Bed Female Dormitory Room,0,Not included
372,AC Hotel Avenida de América by Marriott,8.6,Salamanca,Excellent,1729,568,3.5,Superior King Room,3,Not included
373,room007 Chueca Hostel,8.2,MadridCityCenter,Very Good,5008,193,0.8,Bed in 11-Bed Mixed Duplex Dormitory Room With Private Bathroom,0,Not included
374,Preciados,9,MadridCityCenter,Wonderful,2737,748,0.5,Deluxe Double Room,4,Not included
375,Mola Hostel,8.3,MadridCityCenter,Very Good,2018,156,0.3,Bed in 10-Bed Mixed Dormitory Room,0,Not included
376,Hotel Puerta America,8.4,Chamartín,Very Good,3826,895,3.9,Deluxe Room,5,Not included
377,Hotel Mediodia,8.5,MadridCityCenter,Very Good,7400,465,1.3,Single Room,2,Not included
378,Exe Plaza,8.4,Tetuan,Very Good,4249,446,5.7,Double or Twin Room,4,Not included
379,Catalonia Atocha,8.6,MadridCityCenter,Excellent,3558,704,0.7,Double or Twin Room,4,Not included
380,Exe Moncloa,8.1,Chamberi,Very Good,4178,713,2.2,Single Room,4,Not included
381,Sercotel Gran Hotel Conde Duque,8.4,Chamberi,Very Good,3294,784,1.6,Single  Interior Room,4,Not included
382,One Shot Fortuny 07,8.4,Chamberi,Very Good,1123,747,1.7,Standard Double or Twin Room,4,Not included
383,Eurostars Madrid Tower,8.6,Fuencarral-ElPardo,Excellent,3330,774,7,Superior Double or Twin Room Single Use,5,Not included
384,Erase un Hotel,8.3,Tetuan,Very Good,4524,493,5.2,Double or Twin Room,3,Not included
385,Melia Barajas,8.3,Barajas,Very Good,4291,652,11.9,Meliá Room,4,Not included
386,The Match Madrid,8.4,Chamberi,Very Good,1014,612,2.9,Business Double Room,3,Not included
387,"Hotel Madrid Alameda Aeropuerto, Affiliated by Meliá",8.1,Barajas,Very Good,6427,652,11.9,Standard Room,4,Not included
388,Eurostars Central,8.4,MadridCityCenter,Very Good,3344,704,1.2,Single Room,4,Not included
389,Hotel Opera,8.4,MadridCityCenter,Very Good,1981,704,0.6,Economy Single Room,4,Not included
390,Velázquez 45 by Pillow,8.7,Salamanca,Excellent,4016,718,2,Single Room,3,Not included
391,H10 Puerta de Alcalá,8.5,Salamanca,Very Good,3678,657,2,Basic Double Room,4,Not included
392,HC Hostel,5.5,MadridCityCenter,Review score,789,46,0.4,Bunk Bed in Mixed Dormitory Room,0,Not included
393,Hotel Sardinero Madrid,8.7,Chamberi,Excellent,1450,676,1.4,Standard Double or Twin Room,4,Not included
394,TaCH Madrid Airport,8.4,Barajas,Very Good,6224,587,11.8,Double Room with Single Use,4,Not included
395,Sercotel Gran Hotel Conde Duque,8.4,Chamberi,Very Good,3294,784,1.6,Single  Interior Room,4,Not included
396,One Shot Prado 23,8.3,MadridCityCenter,Very Good,1550,612,0.5,Economy Double or Twin Room,3,Not included
397,Riu Plaza España,8.9,MadridCityCenter,Excellent,28113,1725,1,Deluxe Twin,4,Breakfast included
398,Ibis Madrid Aeropuerto Barajas,8.1,Barajas,Very Good,6039,516,12,Double Room,2,Not included
399,"Hotel Indigo Madrid - Princesa, an IHG Hotel",8.5,Moncloa-Aravaca,Very Good,1381,873,1.9,Standard Double Room,3,Not included
400,Hotel Cortezo,8,MadridCityCenter,Very Good,5399,751,0.35,Double or Twin Room,3,Not included
401,Eurostars Suites Mirasierra,8.5,Fuencarral-ElPardo,Very Good,2709,657,7.8,Deluxe Suite with Parking,5,Not included
402,Hotel Santo Domingo,7.5,MadridCityCenter,Good,5128,798,0.6,Small Double Room,4,Not included
403,Sercotel Madrid Aeropuerto,8.5,Barajas,Very Good,3691,633,11.2,Double or Twin Room (1-2 Adults),4,Not included
404,Catalonia Plaza Mayor,9,MadridCityCenter,Wonderful,2336,798,0.45,Double or Twin Room,4,Not included
405,NH Madrid Balboa,8.5,Salamanca,Very Good,1305,598,2.8,Single Room,4,Not included
406,Zenit Abeba,8.5,Salamanca,Very Good,2560,605,3,Double or Twin Room,4,Not included
407,Silken Puerta Madrid,8.5,SanBlas,Very Good,2799,613,6.7,Comfort Double or Twin Room,4,Not included
408,H10 Tribeca,8.8,Tetuan,Excellent,3156,626,4.3,Deluxe Double or Twin Room with Extra Bed (2 Adults + 1 Child),4,Not included
409,Hostal royal begoña,8.4,Fuencarral-ElPardo,Very Good,552,282,7.8,Budget Double Room,0,Not included
410,Hotel Nuevo Madrid,8.2,CiudadLineal,Very Good,8647,363,6.6,Single Room,4,Not included
411,Eurostars Central,8.4,MadridCityCenter,Very Good,3344,704,1.2,Single Room,4,Not included
412,Hotel Mayorazgo,8.7,MadridCityCenter,Excellent,3973,846,0.8,Single Room,4,Not included
413,Hostal royal begoña,8.4,Fuencarral-ElPardo,Very Good,552,282,7.8,Budget Double Room,0,Not included
414,Catalonia Plaza Mayor,9,MadridCityCenter,Wonderful,2336,798,0.45,Double or Twin Room,4,Not included
415,Agumar,8.1,Retiro,Very Good,7188,513,2,Single Room,4,Not included
416,Zenit Abeba,8.5,Salamanca,Very Good,2560,605,3,Double or Twin Room,4,Not included
417,Hotel Meninas - Boutique Opera,8.4,MadridCityCenter,Very Good,741,563,0.6,Single Room,4,Not included
418,Ilunion Alcalá Norte,8.6,SanBlas,Excellent,9060,803,7.3,Double or Twin Room,4,Not included
419,Woohoo Hostal Madrid,7.3,MadridCityCenter,Good,2478,190,0.45,Bed in 4-Bed Dormitory Room,2,Not included
420,Catalonia Gran Vía Madrid,8.6,MadridCityCenter,Excellent,4018,985,0.5,Double or Twin Room,4,Not included
421,Catalonia Goya,8.5,Salamanca,Very Good,2215,1079,2,Double or Twin Room,4,Not included
422,Eurostars Monte Real,8.7,Fuencarral-ElPardo,Excellent,1419,418,7.3,Double Room,4,Not included
423,Abba Madrid,8.8,Salamanca,Excellent,1827,610,3.6,Twin Room,4,Not included
424,Soho Boutique Congreso,8.6,MadridCityCenter,Excellent,3286,915,0.5,Double or Twin Room,4,Not included
425,Hotel Cortezo,8,MadridCityCenter,Very Good,5399,751,0.35,Double or Twin Room,3,Not included
426,Hotel Nuevo Madrid,8.2,CiudadLineal,Very Good,8647,363,6.6,Single Room,4,Not included
427,Silken Puerta Madrid,8.5,SanBlas,Very Good,2799,613,6.7,Comfort Double or Twin Room,4,Not included
428,Hotel Mora by MIJ,8,MadridCityCenter,Very Good,2365,697,1.1,Single Room,2,Not included
429,Petit Palace President Castellana,7.8,Salamanca,Good,2578,1004,1.9,Double Room (1 - 2 Adults),4,Not included
430,Axor Feria,8.4,SanBlas,Very Good,2903,516,10.8,Double Room,4,Not included
431,Exe Madrid Norte,8.4,Hortaleza,Very Good,2242,465,8.9,Double Room (1 Adult),4,Not included
432,Catalonia Puerta del Sol,9,MadridCityCenter,Wonderful,1331,938,0.3,Double or Twin Room,4,Not included
433,"Holiday Inn Madrid - Las Tablas, an IHG Hotel",8.3,Fuencarral-ElPardo,Very Good,1105,319,10.9,Standard Double or Twin Room,4,Not included
434,H10 Tribeca,8.8,Tetuan,Excellent,3156,626,4.3,Deluxe Double or Twin Room with Extra Bed (2 Adults + 1 Child),4,Not included
435,Catalonia Las Cortes,9.2,MadridCityCenter,Wonderful,1173,938,0.45,Double or Twin Room,4,Not included
436,NH Madrid Atocha,8.1,Retiro,Very Good,1882,732,1.5,Basic Single Room,3,Not included
437,Air Rooms Madrid Airport By Premium Traveller,7.3,Barajas,Good,1591,859,12.6,Standard Double Room,4,Not included
438,Ilunion Pio XII,8.3,Chamartín,Very Good,7685,728,6.3,Double or Twin Room,4,Not included
439,Emperador,8.5,MadridCityCenter,Very Good,5046,938,0.7,Double or Twin Room,4,Not included
440,Arc House Madrid - Puerta del Sol Only Adults,7.5,MadridCityCenter,Good,2841,164,0.15,Single Bed in Female Dormitory Room,0,Not included
441,Hotel Avenida Gran Vía,7.4,MadridCityCenter,Good,2360,751,0.35,Double or Twin Room (1-2 Adults),3,Not included
442,II Castillas Madrid,8.7,MadridCityCenter,Excellent,4220,785,0.3,Single Room,3,Not included
443,Bloom Inn Madrid,8.5,MadridCityCenter,Very Good,935,840,0.6,Standard Twin Room,3,Not included
444,Eurostars Plaza Mayor,8.4,MadridCityCenter,Very Good,1553,845,0.4,Double or Twin Room,4,Not included
445,Eurostars Madrid Gran Vía,8.6,MadridCityCenter,Excellent,1688,906,0.7,Double Room,4,Not included
446,"Hotel Indigo Madrid - Princesa, an IHG Hotel",8.5,Moncloa-Aravaca,Very Good,1381,873,1.9,Standard Double Room,3,Not included
